2020-05-22,Bogotá,4567
2020-05-22,Quindío,3195
2020-05-25,Risaralda,0252
2020-05-25,Santander,9378
2020-05-25,Boyacá,4096
2020-05-25,Cauca,1407
2020-05-27,Tolima,4316
2020-05-27,Huila,4762
2020-05-27,Cruz Roja,7397
2020-05-28,Manizales,6819
2020-05-28,Meta,0376
2020-05-28,Valle,8109
2020-06-01,Quindío,6628
2020-06-01,Santander,4893
2020-06-01,Boyacá,3810
2020-06-01,Bogotá,7317
2020-06-01,Cauca,0035
2020-06-01,Extra de Colombia,1179
2020-06-01,Cundinamarca,4410
2020-06-01,Risaralda,8180
2020-06-02,Cundinamarca,1491
2020-06-02,Tolima,8016
2020-06-03,Huila,6354
2020-06-04,Manizales,9494
2020-06-04,Valle,5680
2020-06-04,Meta,1390
2020-06-05,Bogotá,4561
2020-06-05,Quindío,2190
2020-06-06,Risaralda,5875
2020-06-06,Santander,1015
2020-06-08,Boyacá,0414
2020-06-08,Cauca,8762
2020-06-09,Cruz Roja,7090
2020-06-09,Tolima,7423
2020-06-09,Cundinamarca,5333
2020-06-10,Huila,6102
2020-06-10,Manizales,1363
2020-06-10,Meta,3757
2020-06-10,Cruz Roja,0057
2020-06-12,Quindío,0262
2020-06-16,Santander,8912
2020-06-16,Cauca,9409
2020-06-16,Risaralda,9075
2020-06-16,Valle,2897
2020-06-16,Bogotá,7364
2020-06-16,Boyacá,7014
2020-06-17,Cruz Roja,2400
2020-06-17,Tolima,9546
2020-06-17,Cundinamarca,4999
2020-06-17,Huila,9032
2020-06-18,Valle,5800
2020-06-18,Meta,2151
2020-06-18,Manizales,8772
2020-06-19,Quindío,2722
2020-06-19,Bogotá,7507
2020-06-23,Risaralda,8402
2020-06-23,Cauca,1865
2020-06-23,Santander,9422
2020-06-23,Boyacá,6153
2020-06-24,Tolima,7087
2020-06-24,Cundinamarca,1883
2020-06-24,Cruz Roja,6433
2020-06-24,Huila,7209
2020-06-30,Boyacá,7270
2020-06-30,Cauca,2415
2020-06-30,Valle,8962
2020-06-30,Risaralda,3219
2020-06-30,Bogotá,8631
2020-06-30,Meta,2495
2020-06-30,Manizales,1967
2020-06-30,Santander,9191
2020-06-30,Quindío,0499
2020-07-01,Huila,9989
2020-07-01,Tolima,5977
2020-07-01,Cundinamarca,2852
2020-07-01,Cruz Roja,9786
2020-07-03,Valle,5956
2020-07-05,Boyacá,9268
2020-07-05,Bogotá,0157
2020-07-05,Extra de Colombia,9452
2020-07-05,Meta,9774
2020-07-05,Manizales,7055
2020-07-05,Risaralda,3732
2020-07-05,Santander,3127
2020-07-05,Quindío,8875
2020-07-05,Cauca,6273
2020-07-08,Cruz Roja,8179
2020-07-08,Tolima,8946
2020-07-08,Cundinamarca,6559
2020-07-08,Huila,1479
2020-07-09,Manizales,7498
2020-07-09,Meta,5201
2020-07-10,Bogotá,3182
2020-07-10,Quindío,3134
2020-07-13,Santander,4687
2020-07-13,Risaralda,7211
2020-07-13,Cauca,0312
2020-07-13,Boyacá,9449
2020-07-15,Cundinamarca,1430
2020-07-15,Tolima,0055
2020-07-15,Valle,0780
2020-07-15,Huila,4468
2020-07-16,Manizales,4204
2020-07-16,Meta,5582
2020-07-17,Valle,9215
2020-07-17,Quindío,3690
2020-07-17,Bogotá,2584
2020-07-17,Cruz Roja,7661
2020-07-21,Cauca,8313
2020-07-21,Risaralda,0813
2020-07-21,Boyacá,3001
2020-07-21,Santander,8255
2020-07-22,Tolima,2422
2020-07-22,Cundinamarca,3651
2020-07-22,Huila,4895
2020-07-22,Cruz Roja,2052
2020-07-23,Meta,3745
2020-07-23,Valle,6845
2020-07-23,Manizales,4601
2020-07-24,Quindío,6788
2020-07-24,Bogotá,5717
2020-07-25,Santander,7538
2020-07-25,Risaralda,6539
2020-07-26,Cauca,4172
2020-07-26,Boyacá,0919
2020-07-26,Extra de Colombia,8170
2020-07-28,Cundinamarca,3691
2020-07-28,Tolima,5737
2020-07-29,Cruz Roja,6990
2020-07-29,Huila,6484
2020-07-30,Meta,6636
2020-07-31,Manizales,4516
2020-08-01,Valle,6264
2020-08-01,Quindío,5530
2020-08-01,Risaralda,8424
2020-08-01,Bogotá,5068
2020-08-01,Santander,9128
2020-08-03,Boyacá,2983
2020-08-03,Cauca,0321
2020-08-04,Tolima,9951
2020-08-04,Cundinamarca,0430
2020-08-05,Cruz Roja,2026
2020-08-06,Meta,5520
2020-08-06,Manizales,0990
2020-08-08,Quindío,6794
2020-08-08,Bogotá,1379
2020-08-10,Cauca,8841
2020-08-10,Risaralda,2166
2020-08-10,Boyacá,4051
2020-08-10,Valle,8288
2020-08-10,Santander,8564
2020-08-11,Tolima,6102
2020-08-11,Cundinamarca,0305
2020-08-12,Huila,0935
2020-08-12,Cruz Roja,3466
2020-08-13,Valle,1087
2020-08-13,Manizales,5713
2020-08-13,Huila,0949
2020-08-13,Meta,1181
2020-08-14,Bogotá,9095
2020-08-14,Quindío,0145
2020-08-18,Santander,3510
2020-08-18,Cauca,3007
2020-08-18,Boyacá,7677
2020-08-19,Huila,5625
2020-08-19,Risaralda,0278
2020-08-19,Cruz Roja,4504
2020-08-19,Tolima,5932
2020-08-19,Cundinamarca,7888
2020-08-20,Manizales,7277
2020-08-20,Meta,3663
2020-08-20,Valle,6742
2020-08-21,Bogotá,4503
2020-08-21,Quindío,9423
2020-08-24,Cauca,8522
2020-08-24,Risaralda,5963
2020-08-24,Santander,7787
2020-08-24,Boyacá,6011
2020-08-25,Cundinamarca,8709
2020-08-25,Tolima,3749
2020-08-26,Huila,7017
2020-08-26,Cruz Roja,4699
2020-08-27,Meta,3264
2020-08-27,Manizales,0001
2020-08-27,Valle,2620
2020-08-28,Bogotá,4106
2020-08-28,Quindío,7426
2020-08-31,Cauca,8944
2020-08-31,Boyacá,6830
2020-08-31,Risaralda,5093
2020-08-31,Santander,8268
2020-08-31,Extra de Colombia,6069
2020-09-01,Cundinamarca,4571
2020-09-01,Tolima,6761
2020-09-02,Cruz Roja,5737
2020-09-02,Huila,8944
2020-09-03,Manizales,7217
2020-09-03,Meta,4244
2020-09-04,Bogotá,4508
2020-09-04,Valle,0419
2020-09-04,Quindío,9044
2020-09-07,Santander,1192
2020-09-07,Boyacá,9332
2020-09-07,Risaralda,9252
2020-09-08,Cauca,3575
2020-09-08,Tolima,6414
2020-09-08,Cundinamarca,0252
2020-09-09,Huila,4778
2020-09-09,Cruz Roja,9894
2020-09-10,Manizales,5953
2020-09-10,Meta,0592
2020-09-11,Bogotá,4140
2020-09-11,Valle,2603
2020-09-11,Quindío,6333
2020-09-14,Cauca,7052
2020-09-14,Boyacá,3210
2020-09-14,Santander,6005
2020-09-14,Risaralda,3305
2020-09-15,Tolima,4385
2020-09-16,Cruz Roja,8672
2020-09-16,Cundinamarca,0615
2020-09-16,Huila,9762
2020-09-17,Meta,8694
2020-09-17,Quindío,8717
2020-09-17,Valle,1583
2020-09-17,Manizales,4071
2020-09-17,Bogotá,0142
2020-09-21,Santander,3402
2020-09-21,Risaralda,9070
2020-09-21,Cauca,9320
2020-09-21,Boyacá,8121
2020-09-22,Cundinamarca,2707
2020-09-22,Tolima,0068
2020-09-23,Cruz Roja,2431
2020-09-23,Huila,4780
2020-09-24,Manizales,2368
2020-09-24,Valle,5328
2020-09-24,Meta,7629
2020-09-25,Quindío,1573
2020-09-25,Bogotá,4330
2020-09-28,Cauca,8353
2020-09-28,Risaralda,4059
2020-09-28,Extra de Colombia,1025
2020-09-28,Santander,8874
2020-09-28,Boyacá,2636
2020-09-29,Cundinamarca,3803
2020-09-29,Tolima,2516
2020-09-30,Huila,2376
2020-09-30,Cruz Roja,4460
2020-10-01,Meta,5023
2020-10-01,Manizales,4497
2020-10-01,Valle,1667
2020-10-02,Bogotá,9730
2020-10-02,Quindío,2082
2020-10-04,Cauca,5183
2020-10-04,Boyacá,3373
2020-10-05,Santander,6728
2020-10-05,Risaralda,7694
2020-10-06,Cundinamarca,3665
2020-10-06,Tolima,3496
2020-10-07,Cruz Roja,1639
2020-10-07,Huila,4383
2020-10-08,Meta,3346
2020-10-08,Manizales,1696
2020-10-08,Valle,6481
2020-10-09,Quindío,5335
2020-10-09,Bogotá,1289
2020-10-13,Risaralda,4489
2020-10-13,Cauca,4673
2020-10-13,Santander,4455
2020-10-13,Boyacá,7221
2020-10-14,Cruz Roja,0598
2020-10-14,Tolima,3833
2020-10-14,Huila,2399
2020-10-14,Cundinamarca,6753
2020-10-15,Meta,7325
2020-10-15,Manizales,1035
2020-10-16,Bogotá,4579
2020-10-16,Quindío,4078
2020-10-19,Valle,2472
2020-10-19,Santander,3483
2020-10-19,Boyacá,8045
2020-10-20,Cundinamarca,7582
2020-10-20,Tolima,7191
2020-10-20,Risaralda,1890
2020-10-21,Huila,5449
2020-10-21,Cruz Roja,7589
2020-10-21,Cauca,6176
2020-10-22,Manizales,8652
2020-10-22,Meta,1144
2020-10-23,Quindío,7046
2020-10-23,Valle,2104
2020-10-23,Bogotá,1792
2020-10-26,Boyacá,6376
2020-10-26,Cauca,1411
2020-10-26,Risaralda,5154
2020-10-26,Santander,2904
2020-10-27,Tolima,4958
2020-10-27,Cundinamarca,7441
2020-10-28,Huila,5972
2020-10-28,Cruz Roja,3299
2020-10-29,Meta,3580
2020-10-29,Valle,3954
2020-10-29,Manizales,8481
2020-10-30,Quindío,3512
2020-10-30,Bogotá,2727
2020-11-03,Risaralda,4869
2020-11-03,Extra de Colombia,8382
2020-11-03,Santander,0547
2020-11-03,Boyacá,0871
2020-11-03,Cauca,5421
2020-11-04,Cundinamarca,8314
2020-11-04,Cruz Roja,8652
2020-11-04,Huila,3780
2020-11-04,Tolima,2316
2020-11-05,Manizales,4361
2020-11-05,Valle,1266
2020-11-05,Meta,1104
2020-11-06,Bogotá,8289
2020-11-06,Quindío,3172
2020-11-12,Huila,6604
2020-11-12,Risaralda,4136
2020-11-12,Manizales,5027
2020-11-12,Meta,2803
2020-11-12,Cundinamarca,2856
2020-11-12,Santander,2629
2020-11-12,Cruz Roja,2149
2020-11-12,Boyacá,3586
2020-11-12,Cauca,6049
2020-11-12,Tolima,7389
2020-11-13,Bogotá,1116
2020-11-13,Quindío,7152
2020-11-17,Cauca,3060
2020-11-17,Risaralda,7382
2020-11-17,Boyacá,6802
2020-11-17,Santander,6709
2020-11-18,Cruz Roja,8358
2020-11-18,Valle,4936
2020-11-18,Huila,1438
2020-11-18,Tolima,9183
2020-11-18,Cundinamarca,2826
2020-11-19,Manizales,7181
2020-11-19,Meta,2080
2020-11-20,Bogotá,7050
2020-11-20,Quindío,3397
2020-11-20,Valle,4753
2020-11-23,Risaralda,1104
2020-11-23,Boyacá,0946
2020-11-23,Cauca,7347
2020-11-23,Santander,3309
2020-11-24,Cundinamarca,9881
2020-11-24,Tolima,9112
2020-11-26,Cruz Roja,5454
2020-11-26,Meta,1963
2020-11-26,Huila,7736
2020-11-26,Manizales,2970
2020-11-27,Quindío,1937
2020-11-27,Bogotá,1588
2020-11-30,Cauca,6357
2020-11-30,Santander,2828
2020-11-30,Risaralda,0692
2020-11-30,Boyacá,2888
2020-11-30,Extra de Colombia,0211
2020-12-01,Cundinamarca,3203
2020-12-01,Tolima,7574
2020-12-02,Huila,9795
2020-12-02,Valle,2703
2020-12-02,Cruz Roja,1494
2020-12-03,Manizales,1711
2020-12-03,Meta,5884
2020-12-04,Valle,5979
2020-12-04,Bogotá,4760
2020-12-04,Quindío,2549
2020-12-07,Risaralda,8307
2020-12-07,Santander,7328
2020-12-07,Cauca,7249
2020-12-07,Boyacá,9681
2020-12-08,Huila,9899
2020-12-08,Tolima,9260
2020-12-08,Cundinamarca,9419
2020-12-10,Cruz Roja,2577
2020-12-10,Manizales,6523
2020-12-10,Meta,1275
2020-12-11,Bogotá,2420
2020-12-11,Quindío,2727
2020-12-14,Extra de Colombia,8468
2020-12-14,Cauca,1919
2020-12-14,Santander,4581
2020-12-14,Risaralda,7553
2020-12-14,Boyacá,0709
2020-12-15,Valle,0153
2020-12-15,Tolima,1292
2020-12-15,Bogotá,5431
2020-12-15,Cundinamarca,3784
2020-12-16,Cruz Roja,6967
2020-12-16,Huila,2059
2020-12-17,Valle,4935
2020-12-17,Manizales,3073
2020-12-17,Meta,6302
2020-12-18,Quindío,9628
2020-12-18,Bogotá,9074
2020-12-21,Risaralda,0556
2020-12-21,Santander,3386
2020-12-21,Boyacá,2915
2020-12-21,Cauca,4981
2020-12-22,Tolima,1058
2020-12-22,Cundinamarca,5003
2020-12-23,Cruz Roja,2988
2020-12-23,Huila,6676
2020-12-24,Valle,2160
2020-12-24,Manizales,1908
2020-12-24,Meta,5640
2020-12-28,Cauca,3126
2020-12-28,Boyacá,3718
2020-12-28,Risaralda,8417
2020-12-28,Quindío,1696
2020-12-28,Santander,7409
2020-12-28,Bogotá,4156
2020-12-29,Cundinamarca,2644
2020-12-29,Tolima,8144
2020-12-30,Cruz Roja,1587
2020-12-30,Huila,9914
2021-01-04,Quindío,7376
2021-01-04,Meta,0907
2021-01-04,Bogotá,3552
2021-01-04,Santander,4477
2021-01-04,Manizales,0967
2021-01-05,Tolima,6495
2021-01-05,Valle,8874
2021-01-05,Cundinamarca,4916
2021-01-05,Boyacá,4064
2021-01-05,Cauca,2474
2021-01-06,Cruz Roja,1785
2021-01-06,Huila,0506
2021-01-07,Manizales,9949
2021-01-07,Meta,3556
2021-01-07,Valle,0745
2021-01-12,Quindío,7467
2021-01-12,Santander,7206
2021-01-12,Cauca,1622
2021-01-12,Boyacá,7063
2021-01-12,Bogotá,2524
2021-01-12,Risaralda,8117
2021-01-13,Cundinamarca,2111
2021-01-13,Cruz Roja,6989
2021-01-13,Tolima,8637
2021-01-13,Huila,0325
2021-01-15,Quindío,3874
2021-01-15,Manizales,8035
2021-01-15,Valle,0596
2021-01-15,Bogotá,1032
2021-01-15,Meta,3960
2021-01-18,Boyacá,0659
2021-01-18,Santander,7299
2021-01-18,Cauca,3104
2021-01-18,Risaralda,3164
2021-01-19,Tolima,5769
2021-01-19,Cundinamarca,3782
2021-01-20,Huila,5028
2021-01-20,Cruz Roja,6379
2021-01-21,Manizales,8717
2021-01-21,Meta,5876
2021-01-22,Quindío,2477
2021-01-22,Bogotá,9318
2021-01-23,Valle,7084
2021-01-23,Santander,8682
2021-01-23,Risaralda,3352
2021-01-25,Boyacá,4865
2021-01-25,Cauca,1152
2021-01-26,Tolima,1047
2021-01-26,Cundinamarca,1358
2021-01-27,Huila,0837
2021-01-27,Cruz Roja,9735
2021-01-28,Valle,8282
2021-01-28,Manizales,1311
2021-01-28,Meta,4827
2021-01-29,Bogotá,3818
2021-01-29,Quindío,4973
2021-02-01,Boyacá,1133
2021-02-01,Risaralda,8909
2021-02-01,Santander,4970
2021-02-01,Extra de Colombia,7962
2021-02-02,Cauca,0217
2021-02-02,Cundinamarca,4195
2021-02-02,Tolima,9021
2021-02-03,Cruz Roja,9701
2021-02-03,Huila,4159
2021-02-04,Manizales,5331
2021-02-04,Valle,0936
2021-02-04,Meta,9690
2021-02-05,Bogotá,8238
2021-02-05,Quindío,1592
2021-02-08,Boyacá,5065
2021-02-08,Cauca,2606
2021-02-08,Risaralda,6831
2021-02-08,Santander,6858
2021-02-09,Tolima,5984
2021-02-10,Cundinamarca,2345
2021-02-10,Huila,5887
2021-02-10,Cruz Roja,4817
2021-02-11,Manizales,4623
2021-02-11,Meta,5725
2021-02-12,Valle,9727
2021-02-12,Bogotá,9458
2021-02-12,Quindío,0529
2021-02-15,Risaralda,1984
2021-02-15,Cauca,1962
2021-02-15,Boyacá,8662
2021-02-15,Santander,2877
2021-02-16,Cundinamarca,2591
2021-02-16,Tolima,2648
2021-02-17,Cruz Roja,2980
2021-02-17,Huila,8709
2021-02-18,Meta,5699
2021-02-18,Valle,2206
2021-02-18,Manizales,4330
2021-02-19,Quindío,3176
2021-02-19,Bogotá,5551
2021-03-01,Valle,9027
2021-03-01,Tolima,2114
2021-03-01,Cauca,6750
2021-03-01,Extra de Colombia,4008
2021-03-01,Cundinamarca,0767
2021-03-01,Santander,4508
2021-03-01,Risaralda,7962
2021-03-01,Cruz Roja,7536
2021-03-01,Manizales,3504
2021-03-01,Meta,2586
2021-03-01,Boyacá,8371
2021-03-01,Quindío,6801
2021-03-01,Huila,6693
2021-03-01,Bogotá,8477
2021-03-02,Cundinamarca,1472
2021-03-02,Tolima,7189
2021-03-02,Boyacá,3366
2021-03-03,Cruz Roja,0389
2021-03-03,Huila,6936
2021-03-04,Manizales,8175
2021-03-04,Meta,4812
2021-03-05,Valle,0273
2021-03-05,Quindío,9597
2021-03-05,Bogotá,3785
2021-03-08,Risaralda,2052
2021-03-08,Cauca,9472
2021-03-08,Santander,0378
2021-03-08,Boyacá,0316
2021-03-09,Tolima,8415
2021-03-09,Cundinamarca,4117
2021-03-10,Huila,7312
2021-03-10,Cruz Roja,7115
2021-03-11,Meta,5847
2021-03-11,Manizales,9397
2021-03-11,Valle,0051
2021-03-12,Bogotá,8732
2021-03-12,Quindío,1032
2021-03-15,Risaralda,5892
2021-03-15,Cauca,0572
2021-03-15,Boyacá,0874
2021-03-15,Santander,4765
2021-03-16,Tolima,1409
2021-03-16,Cundinamarca,8392
2021-03-17,Huila,9398
2021-03-17,Cruz Roja,5412
2021-03-18,Meta,6845
2021-03-18,Manizales,1570
2021-03-18,Valle,4627
2021-03-19,Quindío,7207
2021-03-19,Bogotá,3081
2021-03-23,Risaralda,1930
2021-03-23,Cauca,2789
2021-03-23,Santander,1313
2021-03-23,Boyacá,6520
2021-03-24,Huila,5027
2021-03-24,Cundinamarca,1579
2021-03-24,Cruz Roja,3976
2021-03-24,Tolima,4404
2021-03-25,Meta,4014
2021-03-25,Valle,8674
2021-03-25,Manizales,4052
2021-03-26,Quindío,5469
2021-03-26,Bogotá,2400
2021-03-29,Boyacá,1866
2021-03-29,Cauca,5419
2021-03-29,Extra de Colombia,6393
2021-03-29,Santander,2961
2021-03-29,Risaralda,0214
2021-03-30,Tolima,1388
2021-03-30,Cundinamarca,1796
2021-03-31,Huila,4994
2021-03-31,Cruz Roja,9293
2021-04-05,Santander,0854
2021-04-05,Boyacá,6737
2021-04-05,Manizales,1512
2021-04-05,Meta,3016
2021-04-05,Risaralda,7348
2021-04-05,Cauca,7135
2021-04-06,Cundinamarca,8695
2021-04-06,Tolima,5226
2021-04-08,Manizales,1938
2021-04-08,Huila,6684
2021-04-08,Valle,9393
2021-04-08,Cruz Roja,2558
2021-04-08,Meta,3643
2021-04-09,Quindío,7228
2021-04-09,Bogotá,0803
2021-04-13,Cundinamarca,4250
2021-04-13,Risaralda,1565
2021-04-13,Boyacá,2564
2021-04-13,Cauca,6270
2021-04-13,Tolima,0736
2021-04-13,Santander,9107
2021-04-14,Huila,4036
2021-04-14,Cruz Roja,2606
2021-04-15,Meta,8148
2021-04-15,Manizales,1462
2021-04-15,Valle,0249
2021-04-16,Bogotá,2347
2021-04-16,Quindío,7392
2021-04-23,Cruz Roja,7418
2021-04-23,Cauca,3956
2021-04-23,Valle,0240
2021-04-23,Risaralda,2985
2021-04-23,Manizales,2827
2021-04-23,Boyacá,8772
2021-04-23,Santander,4219
2021-04-23,Quindío,1866
2021-04-23,Tolima,8891
2021-04-23,Meta,2616
2021-04-23,Cundinamarca,2262
2021-04-23,Bogotá,3866
2021-04-23,Huila,7192
2021-04-26,Boyacá,0457
2021-04-26,Extra de Colombia,8367
2021-04-26,Cauca,1579
2021-04-26,Santander,5947
2021-04-26,Risaralda,6757
2021-04-27,Cundinamarca,3059
2021-04-27,Tolima,6313
2021-04-28,Huila,3379
2021-04-28,Cruz Roja,4686
2021-04-29,Meta,2038
2021-04-29,Manizales,5006
2021-04-29,Valle,2550
2021-04-30,Bogotá,3596
2021-04-30,Quindío,7065
2021-05-03,Risaralda,0947
2021-05-03,Boyacá,8708
2021-05-03,Santander,6452
2021-05-03,Cauca,7502
2021-05-04,Tolima,2453
2021-05-04,Cundinamarca,2824
2021-05-05,Cruz Roja,0713
2021-05-05,Huila,5641
2021-05-06,Manizales,4393
2021-05-06,Meta,8114
2021-05-06,Valle,5944
2021-05-07,Bogotá,0941
2021-05-07,Quindío,8788
2021-05-10,Santander,9883
2021-05-10,Cauca,6166
2021-05-10,Risaralda,8641
2021-05-11,Cundinamarca,5531
2021-05-11,Tolima,7884
2021-05-12,Huila,9688
2021-05-12,Cruz Roja,9150
2021-05-13,Manizales,3284
2021-05-13,Boyacá,3372
2021-05-13,Meta,1641
2021-05-13,Valle,0330
2021-05-14,Quindío,5945
2021-05-14,Bogotá,4737
2021-05-18,Santander,5636
2021-05-18,Boyacá,1528
2021-05-18,Risaralda,3821
2021-05-18,Cauca,6010
2021-05-18,Bogotá,9106
2021-05-19,Cundinamarca,3846
2021-05-19,Huila,0716
2021-05-19,Tolima,0821
2021-05-19,Cruz Roja,7876
2021-05-20,Meta,4881
2021-05-20,Manizales,0255
2021-05-20,Valle,8973
2021-05-21,Bogotá,0064
2021-05-21,Quindío,4109
2021-05-24,Cauca,5660
2021-05-24,Risaralda,9234
2021-05-24,Boyacá,6899
2021-05-24,Santander,3628
2021-05-25,Tolima,9386
2021-05-25,Cundinamarca,1099
2021-05-26,Huila,3126
2021-05-26,Meta,9029
2021-05-26,Cruz Roja,9112
2021-05-26,Manizales,0700
2021-05-27,Valle,1622
2021-05-28,Bogotá,9115
2021-05-28,Quindío,3207
2021-05-31,Risaralda,0319
2021-05-31,Santander,5958
2021-05-31,Boyacá,3067
2021-05-31,Cauca,6333
2021-06-01,Cundinamarca,8243
2021-06-01,Tolima,9112
2021-06-01,Extra de Colombia,7631
2021-06-02,Huila,1611
2021-06-02,Cruz Roja,0881
2021-06-03,Manizales,4156
2021-06-03,Meta,1493
2021-06-04,Valle,2229
2021-06-04,Bogotá,9357
2021-06-04,Quindío,6508
2021-06-08,Risaralda,3799
2021-06-08,Santander,9080
2021-06-08,Cauca,8015
2021-06-08,Boyacá,2605
2021-06-09,Huila,2895
2021-06-09,Cruz Roja,6170
2021-06-09,Cundinamarca,2097
2021-06-09,Tolima,4971
2021-06-10,Valle,0323
2021-06-10,Manizales,3652
2021-06-10,Meta,0792
2021-06-11,Bogotá,6935
2021-06-11,Quindío,0783
2021-06-15,Santander,1795
2021-06-15,Risaralda,4596
2021-06-15,Boyacá,5295
2021-06-15,Cauca,8852
2021-06-16,Cruz Roja,2592
2021-06-16,Tolima,3464
2021-06-16,Cundinamarca,6467
2021-06-16,Huila,8944
2021-06-17,Meta,1104
2021-06-17,Manizales,8498
2021-06-18,Quindío,8600
2021-06-18,Bogotá,5210
2021-06-21,Santander,5536
2021-06-21,Valle,8186
2021-06-21,Risaralda,0164
2021-06-21,Cauca,3942
2021-06-21,Boyacá,9196
2021-06-22,Tolima,2318
2021-06-22,Cundinamarca,4356
2021-06-23,Cruz Roja,8657
2021-06-23,Huila,0340
2021-06-24,Valle,4778
2021-06-24,Manizales,2067
2021-06-24,Meta,4063
2021-06-25,Quindío,5200
2021-06-25,Bogotá,7190
2021-06-28,Cauca,3833
2021-06-28,Boyacá,0517
2021-06-28,Santander,1880
2021-06-28,Risaralda,3433
2021-06-29,Cundinamarca,0948
